Text,Problem,Question,Numbers,Equation,Answer,Constants
"动物园,上午有游客675人,中午走了428人,下午又来了523人,这时动物园内有多少游客?","动物园,上午有游客 [NUM] 人,中午走了 [NUM] 人,下午又来了 [NUM] 人,这时动物园内有多少游客?",这时动物园内有多少游客?,675 428 523,( n0 - n1 ) + n2,770.0,
一本200页的书，读了20%，还剩下多少页没读？,一本 [NUM] 页的书，读了 [NUM] ，还剩下多少页没读？,还剩下多少页没读？,200 0.2,n0 * ( x1 - n1 ),160.0,1
养殖场养了560只公鸡，母鸡比公鸡多140只，一共养了多少只鸡？,养殖场养了 [NUM] 只公鸡，母鸡比公鸡多 [NUM] 只，一共养了多少只鸡？,一共养了多少只鸡？,560 140,( n0 + n1 ) + n0,1260.0,
今年植树节，全校师生去植树，上午共栽了752棵，下午比上午少栽了98棵，这一天共栽了多少棵树？,今年植树节，全校师生去植树，上午共栽了 [NUM] 棵，下午比上午少栽了 [NUM] 棵，这一天共栽了多少棵树？,这一天共栽了多少棵树？,752 98,( n0 - n1 ) + n0,1406.0,
实验小学一年级有男生373人，女生341人．已经检查身体的有549人，没检查身体的有多少人？,实验小学一年级有男生 [NUM] 人，女生 [NUM] 人．已经检查身体的有 [NUM] 人，没检查身体的有多少人？,没检查身体的有多少人？,373 341 549,( n0 + n1 ) - n2,165.0,
用84厘米长的铁丝围成一个直角三角形，这个三角形三条边长度的比是3:4:5．求这个三角形的三边中最短的一条边的长？,用 [NUM] 厘米长的铁丝围成一个直角三角形，这个三角形三条边长度的比是 [NUM] : [NUM] : [NUM] ．求这个三角形的三边中最短的一条边的长？,求这个三角形的三边中最短的一条边的长？,84 3 4 5,( n0 * n1 ) / ( ( n1 + n2 ) + n3 ),21.0,
故事书有439本，科技书比故事书多42本，连环画比科技书少197本，连环画有多少本？,故事书有 [NUM] 本，科技书比故事书多 [NUM] 本，连环画比科技书少 [NUM] 本，连环画有多少本？,连环画有多少本？,439 42 197,( n0 + n1 ) - n2,284.0,
世博园里有一个纪念品商店，上午卖出390个“海宝”，下午卖出530个“海宝”，上午比下午少卖出多少个“海宝”？,世博园里有一个纪念品商店，上午卖出 [NUM] 个“海宝”，下午卖出 [NUM] 个“海宝”，上午比下午少卖出多少个“海宝”？,上午比下午少卖出多少个“海宝”？,390 530,n1 - n0,140.0,
一台碾米机要碾米305.2吨，每小时碾米14吨，需要多少小时碾完米？,一台碾米机要碾米 [NUM] 吨，每小时碾米 [NUM] 吨，需要多少小时碾完米？,需要多少小时碾完米？,305.2 14,n0 / n1,21.8,
小明看故事书，原来每天看45页，20天可以看完，如果每天看50页，需要多少天看完？,小明看故事书，原来每天看 [NUM] 页， [NUM] 天可以看完，如果每天看 [NUM] 页，需要多少天看完？,需要多少天看完？,45 20 50,( n0 * n1 ) / n2,18.0,
小明的爸爸得到一笔4000的劳务费用，其中800元是免税的，其余部分要按20%的税率缴税，这笔劳务费一共要交费多少元？,小明的爸爸得到一笔 [NUM] 的劳务费用，其中 [NUM] 元是免税的，其余部分要按 [NUM] 的税率缴税，这笔劳务费一共要交费多少元？,这笔劳务费一共要交费多少元？,4000 800 0.2,( n0 - n1 ) * n2,640.0,
蒙古牛一般体重是0.326吨，身高是1.12米。新培育的草原红牛体重约是蒙古牛的1.3倍，身高约是蒙古牛的1.1倍。草原红牛的身高多少？,蒙古牛一般体重是 [NUM] 吨，身高是 [NUM] 米。新培育的草原红牛体重约是蒙古牛的 [NUM] 倍，身高约是蒙古牛的 [NUM] 倍。草原红牛的身高多少？,草原红牛的身高多少？,0.326 1.12 1.3 1.1,n1 * n3,1.232,
"实验小学的学生去街心花园开展回收易拉罐活动。第一小组捡到15个,第二小组捡到9个。第三小组捡的个数是第一小组和第二小组总数的3倍,第三小组捡了多少个？","实验小学的学生去街心花园开展回收易拉罐活动。第一小组捡到 [NUM] 个,第二小组捡到 [NUM] 个。第三小组捡的个数是第一小组和第二小组总数的 [NUM] 倍,第三小组捡了多少个？",第三小组捡了多少个？,15 9 3,( n0 + n1 ) * n2,72.0,
一箱啤酒有12瓶，每瓶定价6.5元。买一箱啤酒一共要多少钱？,一箱啤酒有 [NUM] 瓶，每瓶定价 [NUM] 元。买一箱啤酒一共要多少钱？,买一箱啤酒一共要多少钱？,12 6.5,n0 * n1,78.0,
养殖场要修建一个周长为60米的矩形围栏，要求长度比宽度至少多2米，则养殖场围栏的长度至少是多少米？,养殖场要修建一个周长为 [NUM] 米的矩形围栏，要求长度比宽度至少多 [NUM] 米，则养殖场围栏的长度至少是多少米？,则养殖场围栏的长度至少是多少米？,60 2,( ( n0 / n1 ) + n1 ) / n1,16.0,
"电子制作兴趣小组有21名女生和24名男生,平均分成5组,每组有多少人?","电子制作兴趣小组有 [NUM] 名女生和 [NUM] 名男生,平均分成 [NUM] 组,每组有多少人?",每组有多少人?,21 24 5,( n0 + n1 ) / n2,9.0,
苏州某旅行社组织甲、乙两个旅游团分别到西安、北京旅游，已知这两个旅游团共有55人，甲旅游团的人数比乙旅游团的人数的2倍少5人，问乙旅游团有多少人？,苏州某旅行社组织甲、乙两个旅游团分别到西安、北京旅游，已知这两个旅游团共有 [NUM] 人，甲旅游团的人数比乙旅游团的人数的 [NUM] 倍少 [NUM] 人，问乙旅游团有多少人？,问乙旅游团有多少人？,55 2 5,( n0 + n2 ) / ( x1 + n1 ),20.0,1
某快餐店8月份按营业额的5%缴纳营业税3000元，这个快餐店8月份的营业额是多少元？,某快餐店 [NUM] 月份按营业额的 [NUM] 缴纳营业税 [NUM] 元，这个快餐店 [NUM] 月份的营业额是多少元？,这个快餐店 [NUM] 月份的营业额是多少元？,8 0.05 3000 8,n2 / n1,60000.0,
一共有700本字典，一年级有326人，二年级有296人，两个年级每人发一本字典，需要多少本字典？,一共有 [NUM] 本字典，一年级有 [NUM] 人，二年级有 [NUM] 人，两个年级每人发一本字典，需要多少本字典？,需要多少本字典？,700 326 296,n1 + n2,622.0,
希望小学二年级有学生298人，三年级比二年级多145人。二、三年级共有学生多少人？,希望小学二年级有学生 [NUM] 人，三年级比二年级多 [NUM] 人。二、三年级共有学生多少人？,二、三年级共有学生多少人？,298 145,( n0 + n1 ) + n0,741.0,
张老师买了3个篮球用了132元，他想再买12个这样的篮球，需要多少钱？,张老师买了 [NUM] 个篮球用了 [NUM] 元，他想再买 [NUM] 个这样的篮球，需要多少钱？,需要多少钱？,3 132 12,( n1 / n0 ) * n2,528.0,
一本《童话故事》书有600页，笑笑第一周看了135页，第二周看了145页，还剩多少页没看？,一本《童话故事》书有 [NUM] 页，笑笑第一周看了 [NUM] 页，第二周看了 [NUM] 页，还剩多少页没看？,还剩多少页没看？,600 135 145,n0 - ( n1 + n2 ),320.0,
假日活动中，红星小学共有750名同学参加环保活动，平均分成50个小队，每个小队有多少人？,假日活动中，红星小学共有 [NUM] 名同学参加环保活动，平均分成 [NUM] 个小队，每个小队有多少人？,每个小队有多少人？,750 50,n0 / n1,15.0,
天安门广场的占地面积约是44公顷，大连星海广场的占地面积约是天安门广场占地面积的4倍，大连星海广场的占地面积约是多少公顷？,天安门广场的占地面积约是 [NUM] 公顷，大连星海广场的占地面积约是天安门广场占地面积的 [NUM] 倍，大连星海广场的占地面积约是多少公顷？,大连星海广场的占地面积约是多少公顷？,44 4,n0 * n1,176.0,
水果店有84个苹果，每3个装一袋，能正好装几袋？,水果店有 [NUM] 个苹果，每 [NUM] 个装一袋，能正好装几袋？,能正好装几袋？,84 3,n0 / n1,28.0,
希望小学有一块392平方米的长方形“实验园地”，长是28米，宽是多少米？,希望小学有一块 [NUM] 平方米的长方形“实验园地”，长是 [NUM] 米，宽是多少米？,宽是多少米？,392 28,n0 / n1,14.0,
"蛇的冬眠时间是180天,青蛙的冬眠时间约是蛇的83%,青蛙的冬眠时间约是多少天?","蛇的冬眠时间是 [NUM] 天,青蛙的冬眠时间约是蛇的 [NUM] ,青蛙的冬眠时间约是多少天?",青蛙的冬眠时间约是多少天?,180 0.83,n0 * n1,149.4,
列式计算.289的9倍是多少？,列式计算. [NUM] 的 [NUM] 倍是多少？, [NUM] 的 [NUM] 倍是多少？,289 9,n0 * n1,2601.0,
学校体育室有篮球38个，足球比篮球多17个．篮球和足球一共有多少个？,学校体育室有篮球 [NUM] 个，足球比篮球多 [NUM] 个．篮球和足球一共有多少个？,篮球和足球一共有多少个？,38 17,( n0 + n1 ) + n0,93.0,
冯老师带了90元去买书，买了一本《窗边的小豆豆》26元，一本《童话故事》49元．冯老师还剩多少元？,冯老师带了 [NUM] 元去买书，买了一本《窗边的小豆豆》 [NUM] 元，一本《童话故事》 [NUM] 元．冯老师还剩多少元？,冯老师还剩多少元？,90 26 49,n0 - ( n1 + n2 ),15.0,
张阿姨买了8000元国债，定期3年，年利率是5.43%，到期时张阿姨可以取回多少元？,张阿姨买了 [NUM] 元国债，定期 [NUM] 年，年利率是 [NUM] ，到期时张阿姨可以取回多少元？,到期时张阿姨可以取回多少元？,8000 3 0.0543,n0 + ( ( n0 * n2 ) * n1 ),9303.2,
每个同学发4个练习本，三年级共有55个同学，一共要发多少个练习本？,每个同学发 [NUM] 个练习本，三年级共有 [NUM] 个同学，一共要发多少个练习本？,一共要发多少个练习本？,4 55,n1 * n0,220.0,
一个圆柱的体积是25.12立方分米，底面积是6.28平方分米，这个圆柱的高是多少分米？,一个圆柱的体积是 [NUM] 立方分米，底面积是 [NUM] 平方分米，这个圆柱的高是多少分米？,这个圆柱的高是多少分米？,25.12 6.28,n0 / n1,4.0,
一个公路维修队，7人3天能维修公路2058米，照这样计算，15人6天能维修公路多少米？,一个公路维修队， [NUM] 人 [NUM] 天能维修公路 [NUM] 米，照这样计算， [NUM] 人 [NUM] 天能维修公路多少米？, [NUM] 人 [NUM] 天能维修公路多少米？,7 3 2058 15 6,( ( ( n2 / n0 ) / n1 ) * n3 ) * n4,8820.0,
小胖家的客厅地面呈长方形，且长是5米，宽是4.2米．用边长是0.5米的方砖铺满客厅的地面，需要多少块方砖？,小胖家的客厅地面呈长方形，且长是 [NUM] 米，宽是 [NUM] 米．用边长是 [NUM] 米的方砖铺满客厅的地面，需要多少块方砖？,需要多少块方砖？,5 4.2 0.5,( n0 * n1 ) / ( n2 * n2 ),84.0,
小红家买了一套二室一厅的新房，南卧室长4.1米，宽3.6米，北卧室长3.9米，宽3.8米，妈妈说把面积不大的房间给小红住，北卧室的面积是多少呢？,小红家买了一套二室一厅的新房，南卧室长 [NUM] 米，宽 [NUM] 米，北卧室长 [NUM] 米，宽 [NUM] 米，妈妈说把面积不大的房间给小红住，北卧室的面积是多少呢？,北卧室的面积是多少呢？,4.1 3.6 3.9 3.8,n2 * n3,14.82,
"某玩具厂上午生产了560辆玩具汽车,下午还要生产4个小时,平均每小时生产170辆玩具汽车。该玩具厂今天一共生产了多少辆玩具汽车？","某玩具厂上午生产了 [NUM] 辆玩具汽车,下午还要生产 [NUM] 个小时,平均每小时生产 [NUM] 辆玩具汽车。该玩具厂今天一共生产了多少辆玩具汽车？",该玩具厂今天一共生产了多少辆玩具汽车？,560 4 170,n0 + ( n2 * n1 ),1240.0,
火车每小时行驶92千米，客车5小时行驶420千米。火车每小时比客车多行驶多少千米？,火车每小时行驶 [NUM] 千米，客车 [NUM] 小时行驶 [NUM] 千米。火车每小时比客车多行驶多少千米？,火车每小时比客车多行驶多少千米？,92 5 420,n0 - ( n2 / n1 ),8.0,
"夏天,1m的阔叶林每天大约吸收0.1kg的二氧化碳,释放0.073kg的氧气。森林公园有800m的阔叶林,每天大约能吸收多少千克的二氧化碳？","夏天, [NUM] m的阔叶林每天大约吸收 [NUM] kg的二氧化碳,释放 [NUM] kg的氧气。森林公园有 [NUM] m的阔叶林,每天大约能吸收多少千克的二氧化碳？",每天大约能吸收多少千克的二氧化碳？,1 0.1 0.073 800,n3 * n1,80.0,
三年级有364人，四年级有477人，一共有900个座位．学校组织三、四年级的同学去看电影，多出几个位置？,三年级有 [NUM] 人，四年级有 [NUM] 人，一共有 [NUM] 个座位．学校组织三、四年级的同学去看电影，多出几个位置？,多出几个位置？,364 477 900,n2 - ( n0 + n1 ),59.0,
一个宽为6米的花圃，面积是108平方米．现将花圃拓宽，拓宽后，宽增加了12米，长不变．拓宽后的花圃面积是多少平方米？,一个宽为 [NUM] 米的花圃，面积是 [NUM] 平方米．现将花圃拓宽，拓宽后，宽增加了 [NUM] 米，长不变．拓宽后的花圃面积是多少平方米？,拓宽后的花圃面积是多少平方米？,6 108 12,n1 * ( ( n0 + n2 ) / n0 ),324.0,
妈妈买了2套西装，一共花了810元；买了3套运动服，每套120元。妈妈买这些衣服一共花了多少元？,妈妈买了 [NUM] 套西装，一共花了 [NUM] 元；买了 [NUM] 套运动服，每套 [NUM] 元。妈妈买这些衣服一共花了多少元？,妈妈买这些衣服一共花了多少元？,2 810 3 120,n1 + ( n3 * n2 ),1170.0,
水果店运来51千克的桔子，运来的香蕉比桔子的2倍少5千克，苹果的重量比香蕉的3倍多7千克，运来苹果多少千克？,水果店运来 [NUM] 千克的桔子，运来的香蕉比桔子的 [NUM] 倍少 [NUM] 千克，苹果的重量比香蕉的 [NUM] 倍多 [NUM] 千克，运来苹果多少千克？,运来苹果多少千克？,51 2 5 3 7,( ( ( n0 * n1 ) - n2 ) * n3 ) + n4,298.0,
商店原有面粉720千克，卖出一些后，还剩350千克．商店卖出面粉多少千克？,商店原有面粉 [NUM] 千克，卖出一些后，还剩 [NUM] 千克．商店卖出面粉多少千克？,商店卖出面粉多少千克？,720 350,n0 - n1,370.0,
第一候车厅有1200人，第二候车厅有800人，两个候车厅一共有多少人？,第一候车厅有 [NUM] 人，第二候车厅有 [NUM] 人，两个候车厅一共有多少人？,两个候车厅一共有多少人？,1200 800,n0 + n1,2000.0,
妈妈带100元去超市购物，她买了2袋大米，每袋33.5元；还买了0.8千克的肉，每千克24元。妈妈还剩多少元？,妈妈带 [NUM] 元去超市购物，她买了 [NUM] 袋大米，每袋 [NUM] 元；还买了 [NUM] 千克的肉，每千克 [NUM] 元。妈妈还剩多少元？,妈妈还剩多少元？,100 2 33.5 0.8 24,( n0 - ( n1 * n2 ) ) - ( n3 * n4 ),13.8,
苏宁电器开张做活动，微波炉原价每台300元，现价每台250元，今天一共卖出了45台。如果不优惠，按照原价卖，今天可以多销售多少元？,苏宁电器开张做活动，微波炉原价每台 [NUM] 元，现价每台 [NUM] 元，今天一共卖出了 [NUM] 台。如果不优惠，按照原价卖，今天可以多销售多少元？,今天可以多销售多少元？,300 250 45,n2 * ( n0 - n1 ),2250.0,
故宫是中国现规模最大、保存最完整的宫廷建筑群，东西宽750米，南北长960米．它的占地面积是多少平方米？,故宫是中国现规模最大、保存最完整的宫廷建筑群，东西宽 [NUM] 米，南北长 [NUM] 米．它的占地面积是多少平方米？,它的占地面积是多少平方米？,750 960,n0 * n1,720000.0,
东升小学有842人，银河小学的人数比东升小学多158人，银河小学有多少人？,东升小学有 [NUM] 人，银河小学的人数比东升小学多 [NUM] 人，银河小学有多少人？,银河小学有多少人？,842 158,n0 + n1,1000.0,
"幸福小区的住宅楼每层有6户人家,8幢这样的住宅楼一共有720户。每幢住宅楼有多少层?","幸福小区的住宅楼每层有 [NUM] 户人家, [NUM] 幢这样的住宅楼一共有 [NUM] 户。每幢住宅楼有多少层?",每幢住宅楼有多少层?,6 8 720,( n2 / n0 ) / n1,15.0,
4个小组的同学摘苹果，每个小组13人。平均每人摘了25千克。一共摘了多少千克？, [NUM] 个小组的同学摘苹果，每个小组 [NUM] 人。平均每人摘了 [NUM] 千克。一共摘了多少千克？,一共摘了多少千克？,4 13 25,( n0 * n1 ) * n2,1300.0,
一个长方形的花坛的长是6米，宽是3米，小军绕着这个花坛走了2圈，一共走了多少米？,一个长方形的花坛的长是 [NUM] 米，宽是 [NUM] 米，小军绕着这个花坛走了 [NUM] 圈，一共走了多少米？,一共走了多少米？,6 3 2,( ( n0 + n1 ) * n2 ) * n2,36.0,
动物园里北极熊的体重是880千克，比棕熊重400千克．这两只动物的体重一共多少千克？(用综合算式解答),动物园里北极熊的体重是 [NUM] 千克，比棕熊重 [NUM] 千克．这两只动物的体重一共多少千克？(用综合算式解答),这两只动物的体重一共多少千克？(用综合算式解答),880 400,( n0 - n1 ) + n0,1360.0,
蛋糕店最近5天卖出草莓蛋糕数量分别是8个、12个、11个、9个、10个，平均每天卖出多少个草莓蛋糕？,蛋糕店最近 [NUM] 天卖出草莓蛋糕数量分别是 [NUM] 个、 [NUM] 个、 [NUM] 个、 [NUM] 个、 [NUM] 个，平均每天卖出多少个草莓蛋糕？,平均每天卖出多少个草莓蛋糕？,5 8 12 11 9 10,( ( ( ( n1 + n2 ) + n3 ) + n4 ) + n5 ) / n0,10.0,
一只企鹅重124千克，一头大象的体重是企鹅体重的25倍。这头大象体重多少千克?,一只企鹅重 [NUM] 千克，一头大象的体重是企鹅体重的 [NUM] 倍。这头大象体重多少千克?,这头大象体重多少千克?,124 25,n0 * n1,3100.0,
三年级五班有学生44人，三年级级部总人数比五班的9倍还多8人，三年级级部共有多少人？,三年级五班有学生 [NUM] 人，三年级级部总人数比五班的 [NUM] 倍还多 [NUM] 人，三年级级部共有多少人？,三年级级部共有多少人？,44 9 8,( n0 * n1 ) + n2,404.0,
君君和强强比赛打字，君君5分钟打了585个字，强强4分钟打了472个字，打的快的每分钟多打多少个字？,君君和强强比赛打字，君君 [NUM] 分钟打了 [NUM] 个字，强强 [NUM] 分钟打了 [NUM] 个字，打的快的每分钟多打多少个字？,打的快的每分钟多打多少个字？,5 585 4 472,( n3 / n2 ) - ( n1 / n0 ),1.0,
上海市的面积大约是6340平方千米，比北京市少10460平方千米．北京市的面积大约是多少平方千米？,上海市的面积大约是 [NUM] 平方千米，比北京市少 [NUM] 平方千米．北京市的面积大约是多少平方千米？,北京市的面积大约是多少平方千米？,6340 10460,n0 + n1,16800.0,
中秋节到了，月饼厂工人师傅要把800个月饼装箱。按照8个装一盒，4盒装一箱来算，这些月饼能装多少箱？,中秋节到了，月饼厂工人师傅要把 [NUM] 个月饼装箱。按照 [NUM] 个装一盒， [NUM] 盒装一箱来算，这些月饼能装多少箱？,这些月饼能装多少箱？,800 8 4,( n0 / n1 ) / n2,25.0,
三(1)班有38人，一共植树35棵；三(2)班有34人，一共植树26棵。两个班一共植树多少棵？,三( [NUM] )班有 [NUM] 人，一共植树 [NUM] 棵；三( [NUM] )班有 [NUM] 人，一共植树 [NUM] 棵。两个班一共植树多少棵？,两个班一共植树多少棵？,1 38 35 2 34 26,n2 + n5,61.0,
育才小学有一批同学参加夏令营活动，无论是7人编一组，还是8人编成一组都正好无剩余，参加夏令营至少有多少人？,育才小学有一批同学参加夏令营活动，无论是 [NUM] 人编一组，还是 [NUM] 人编成一组都正好无剩余，参加夏令营至少有多少人？,参加夏令营至少有多少人？,7 8,n0 * n1,56.0,
千金电影院有1400个座位，育才小学有31个班，平均每班45人，这些同学都去看电影了，电影院还有多少个空座位？,千金电影院有 [NUM] 个座位，育才小学有 [NUM] 个班，平均每班 [NUM] 人，这些同学都去看电影了，电影院还有多少个空座位？,电影院还有多少个空座位？,1400 31 45,n0 - ( n1 * n2 ),5.0,
"学校为筹备运动会买来了320面彩旗,其中56面彩旗悬挂在主席台上,剩下的分给44支运动队,平均每支运动队分得几面彩旗?","学校为筹备运动会买来了 [NUM] 面彩旗,其中 [NUM] 面彩旗悬挂在主席台上,剩下的分给 [NUM] 支运动队,平均每支运动队分得几面彩旗?",平均每支运动队分得几面彩旗?,320 56 44,( n0 - n1 ) / n2,6.0,
服装厂有一批长280米的布，做一套男生校服要用2.1米，做一套女生校服要用1.8米，实验小学要为新生做校服，先给男生做了75套，剩下的布还可以做多少套女生校服？,服装厂有一批长 [NUM] 米的布，做一套男生校服要用 [NUM] 米，做一套女生校服要用 [NUM] 米，实验小学要为新生做校服，先给男生做了 [NUM] 套，剩下的布还可以做多少套女生校服？,剩下的布还可以做多少套女生校服？,280 2.1 1.8 75,( n0 - ( n1 * n3 ) ) / n2,68.0556,
"修一条水渠,第一天修了全长的25%,第二天修了全长的60%,共修了1190米,这条水渠长多少米？","修一条水渠,第一天修了全长的 [NUM] ,第二天修了全长的 [NUM] ,共修了 [NUM] 米,这条水渠长多少米？",这条水渠长多少米？,0.25 0.6 1190,n2 / ( n0 + n1 ),1400.0,
"空调安装队给一个小区安装空调,每天装18台空调,30天可以完成。如果需要20天完成,平均每天要装多少台?","空调安装队给一个小区安装空调,每天装 [NUM] 台空调, [NUM] 天可以完成。如果需要 [NUM] 天完成,平均每天要装多少台?",平均每天要装多少台?,18 30 20,( n0 * n1 ) / n2,27.0,
"王大伯家的果园里种了5行梨树,每行12棵。这片果园的形状是长60米、宽16米的长方形,平均每棵梨树占地多少平方米？","王大伯家的果园里种了 [NUM] 行梨树,每行 [NUM] 棵。这片果园的形状是长 [NUM] 米、宽 [NUM] 米的长方形,平均每棵梨树占地多少平方米？",平均每棵梨树占地多少平方米？,5 12 60 16,( n2 * n3 ) / ( n0 * n1 ),16.0,
一块底是40米，高是25米的平行四边形地，若在这块地里种500棵树，平均每棵树占地多少平方米？,一块底是 [NUM] 米，高是 [NUM] 米的平行四边形地，若在这块地里种 [NUM] 棵树，平均每棵树占地多少平方米？,平均每棵树占地多少平方米？,40 25 500,n2 / ( n0 * n1 ),0.5,
"小红家到学校的路程是990米,早上她步行15分钟到学校,放学时用了18分钟到家,上学时的速度比放学时的速度快多少？","小红家到学校的路程是 [NUM] 米,早上她步行 [NUM] 分钟到学校,放学时用了 [NUM] 分钟到家,上学时的速度比放学时的速度快多少？",上学时的速度比放学时的速度快多少？,990 15 18,( n0 / n1 ) - ( n0 / n2 ),11.0,
有一个无盖的长方体水池，长10米，宽4米，高3米．最多能蓄水多少立方米？,有一个无盖的长方体水池，长 [NUM] 米，宽 [NUM] 米，高 [NUM] 米．最多能蓄水多少立方米？,最多能蓄水多少立方米？,10 4 3,( n0 * n1 ) * n2,120.0,
王师傅用两条长度分别是1.27米、1.3米的绳子接起来捆扎报纸，接头处共用去绳子0.2米，你知道接好后的绳子有多长吗？,王师傅用两条长度分别是 [NUM] 米、 [NUM] 米的绳子接起来捆扎报纸，接头处共用去绳子 [NUM] 米，你知道接好后的绳子有多长吗？,你知道接好后的绳子有多长吗？,1.27 1.3 0.2,( n0 + n1 ) - n2,2.37,
一个平行四边形的停车场，底是60米，高是15米．平均每辆车占地5平方米，这个停车场可以停车多少辆？,一个平行四边形的停车场，底是 [NUM] 米，高是 [NUM] 米．平均每辆车占地 [NUM] 平方米，这个停车场可以停车多少辆？,这个停车场可以停车多少辆？,60 15 5,( n0 * n1 ) / n2,180.0,
一块平行四边形的瓜地，底长25米，高20米，如果平均每平方米栽瓜苗32棵，共栽多少棵？,一块平行四边形的瓜地，底长 [NUM] 米，高 [NUM] 米，如果平均每平方米栽瓜苗 [NUM] 棵，共栽多少棵？,共栽多少棵？,25 20 32,( n0 * n1 ) * n2,16000.0,
每千克草莓8.75元，妈妈买了2.5千克，花了多少钱？,每千克草莓 [NUM] 元，妈妈买了 [NUM] 千克，花了多少钱？,花了多少钱？,8.75 2.5,n0 * n1,21.875,
一个奶油蛋糕要32元，一个水果蛋糕要58元，一个芝士蛋糕要76元。一个芝士蛋糕比一个水果蛋糕贵多少元？,一个奶油蛋糕要 [NUM] 元，一个水果蛋糕要 [NUM] 元，一个芝士蛋糕要 [NUM] 元。一个芝士蛋糕比一个水果蛋糕贵多少元？,一个芝士蛋糕比一个水果蛋糕贵多少元？,32 58 76,n2 - n1,18.0,
某药厂生产的感冒灵颗粒，一盒内装10袋，每袋含“对乙酰氨基酚”0.2g．2盒感冒灵颗粒含“对乙酰氨基酚”多少克？,某药厂生产的感冒灵颗粒，一盒内装 [NUM] 袋，每袋含“对乙酰氨基酚” [NUM] g． [NUM] 盒感冒灵颗粒含“对乙酰氨基酚”多少克？, [NUM] 盒感冒灵颗粒含“对乙酰氨基酚”多少克？,10 0.2 2,( n0 * n2 ) * n1,4.0,
"图书室有故事书204本,科技书是故事书的3倍,科技书和故事书一共有多少本？","图书室有故事书 [NUM] 本,科技书是故事书的 [NUM] 倍,科技书和故事书一共有多少本？",科技书和故事书一共有多少本？,204 3,n0 + ( n0 * n1 ),816.0,
学校举行队列广播操比赛，每排站24人，刚好站20排。如果每排站16人，要站多少排？,学校举行队列广播操比赛，每排站 [NUM] 人，刚好站 [NUM] 排。如果每排站 [NUM] 人，要站多少排？,要站多少排？,24 20 16,( n1 * n0 ) / n2,30.0,
小明走一圈需要8分钟，爷爷走一圈需要10分钟，如果两人同时同地出发，相背而行，多少分钟后相遇？,小明走一圈需要 [NUM] 分钟，爷爷走一圈需要 [NUM] 分钟，如果两人同时同地出发，相背而行，多少分钟后相遇？,多少分钟后相遇？,8 10,x1 / ( ( x1 / n0 ) + ( x1 / n1 ) ),4.4444,1 1 1
学校舞蹈队买了40套衣服，上衣每件70元，裤子每条46元，买上衣比裤子要多用多少元？,学校舞蹈队买了 [NUM] 套衣服，上衣每件 [NUM] 元，裤子每条 [NUM] 元，买上衣比裤子要多用多少元？,买上衣比裤子要多用多少元？,40 70 46,( n1 - n2 ) * n0,960.0,
动物园里的一头大象每天吃180千克食物，一只熊猫2天吃72千克食物．大象每天吃的食物是熊猫的多少倍？,动物园里的一头大象每天吃 [NUM] 千克食物，一只熊猫 [NUM] 天吃 [NUM] 千克食物．大象每天吃的食物是熊猫的多少倍？,大象每天吃的食物是熊猫的多少倍？,180 2 72,n0 / ( n2 / n1 ),5.0,
张大爷家的果园里种了5行梨树，每行12棵，这片果园是一块长60米、宽16米的长方形，平均每棵梨树占地多少平方米？,张大爷家的果园里种了 [NUM] 行梨树，每行 [NUM] 棵，这片果园是一块长 [NUM] 米、宽 [NUM] 米的长方形，平均每棵梨树占地多少平方米？,平均每棵梨树占地多少平方米？,5 12 60 16,( n2 * n3 ) / ( n1 * n0 ),16.0,
王阿姨的超市购进了22箱月饼，每箱12个，一箱卖58元。王阿姨一共购进多少个月饼？,王阿姨的超市购进了 [NUM] 箱月饼，每箱 [NUM] 个，一箱卖 [NUM] 元。王阿姨一共购进多少个月饼？,王阿姨一共购进多少个月饼？,22 12 58,n0 * n1,264.0,
小红用彩纸做了一条花边，一共排列了18个正方形图案，每个图案的边长是2.5厘米，每相邻两个图案之间的距离是0.8厘米。求这条花边长多少厘米。,小红用彩纸做了一条花边，一共排列了 [NUM] 个正方形图案，每个图案的边长是 [NUM] 厘米，每相邻两个图案之间的距离是 [NUM] 厘米。求这条花边长多少厘米。,求这条花边长多少厘米。,18 2.5 0.8,( n0 * n1 ) + ( ( n0 - x1 ) * n2 ),58.6,1
"可乐有34箱,雪碧箱数是可乐箱数的14倍。一共有多少箱饮料？","可乐有 [NUM] 箱,雪碧箱数是可乐箱数的 [NUM] 倍。一共有多少箱饮料？",一共有多少箱饮料？,34 14,( n0 * n1 ) + n0,510.0,
修一段长6.74千米的高速公路，已经修了4千米，剩下的要在3天内修完。剩下的平均每天修多少千米？(得数保留两位小数),修一段长 [NUM] 千米的高速公路，已经修了 [NUM] 千米，剩下的要在 [NUM] 天内修完。剩下的平均每天修多少千米？(得数保留两位小数),剩下的平均每天修多少千米？(得数保留两位小数),6.74 4 3,( n0 - n1 ) / n2,0.9133,
医院、学校和超市在中山路的一旁（医院、学校在超市的两侧）．医院距超市390米，学校距超市250米．医院距学校多少米？,医院、学校和超市在中山路的一旁（医院、学校在超市的两侧）．医院距超市 [NUM] 米，学校距超市 [NUM] 米．医院距学校多少米？,医院距学校多少米？,390 250,n0 + n1,640.0,
