Text,Problem,Question,Numbers,Equation,Answer
if carl has a total of 89 stamps and kevin has 57 how many more stamps does carl have more than kevin ?,if carl has a total of [NUM] stamps and kevin has [NUM] how many more stamps does carl have more than kevin ?,how many more stamps does carl have more than kevin ?,89 57,n0 - n1,32
the following month the 4 friends met again to share their collections . carl having the most number of stamps among all of them decided to give away some of his collections . if he has 96 stamps during that month and he gave away 48 how many stamps were left with him ?,the following month the [NUM] friends met again to share their collections . carl having the most number of stamps among all of them decided to give away some of his collections . if he has [NUM] stamps during that month and he gave away [NUM] how many stamps were left with him ?,how many stamps were left with him ?,4 96 48,n1 - n2,48
before his friends gave him more stamps simon initially had 34 stamps . if he now has 61 stamps how many stamps did he receive from his friends ?,before his friends gave him more stamps simon initially had [NUM] stamps . if he now has [NUM] stamps how many stamps did he receive from his friends ?,how many stamps did he receive from his friends ?,34 61,n1 - n0,27
rob is very fond of tall structures . he likes collecting pictures and comparing them . 2 of his favorite buildings are chicago 's sears tower and dubai 's burj khalifa . if burj khalifa stands at 830 meters high and sears stands at 527 meters high how much higher is burj khalifa than sears ?,rob is very fond of tall structures . he likes collecting pictures and comparing them . [NUM] of his favorite buildings are chicago 's sears tower and dubai 's burj khalifa . if burj khalifa stands at [NUM] meters high and sears stands at [NUM] meters high how much higher is burj khalifa than sears ?,how much higher is burj khalifa than sears ?,2 830 527,n1 - n2,303
rob also compared the empire state building and the petronas towers . what is the height difference between the 2 if the empire state building is 443 m tall and the petronas towers is 452 m tall ?,rob also compared the empire state building and the petronas towers . what is the height difference between the [NUM] if the empire state building is [NUM] m tall and the petronas towers is [NUM] m tall ?,what is the height difference between the [NUM] if the empire state building is [NUM] m tall and the petronas towers is [NUM] m tall ?,2 443 452,n2 - n1,9
rob also matched the london eye which stands at 443 ft and las vegas ' high roller standing at 550 ft. being the tallest ferris wheel in the world how much taller is high roller than the london eye ?,rob also matched the london eye which stands at [NUM] ft and las vegas ' high roller standing at [NUM] ft. being the tallest ferris wheel in the world how much taller is high roller than the london eye ?,how much taller is high roller than the london eye ?,443 550,n1 - n0,107
lastly rob compared canada 's cn tower and seattle 's space needle . how tall is the space needle if the cn tower stands at 553 m high and it is taller than the space needle by 369 m ?,lastly rob compared canada 's cn tower and seattle 's space needle . how tall is the space needle if the cn tower stands at [NUM] m high and it is taller than the space needle by [NUM] m ?,how tall is the space needle if the cn tower stands at [NUM] m high and it is taller than the space needle by [NUM] m ?,553 369,n0 - n1,184
mike and his brother joe found a map leading to a buried treasure in an unknown island so they decided to go on a treasure hunt . after decoding the clues on the map they found out that they need to go to the island of mysteries . to get there they could either take a plane for $ 600.00 or a boat for $ 254.00 . how much money can they save if they took a boat to the island ?,mike and his brother joe found a map leading to a buried treasure in an unknown island so they decided to go on a treasure hunt . after decoding the clues on the map they found out that they need to go to the island of mysteries . to get there they could either take a plane for $ [NUM] or a boat for $ [NUM] . how much money can they save if they took a boat to the island ?,how much money can they save if they took a boat to the island ?,600.00 254.00,n0 - n1,346
when they arrived at the island 's starting point they looked at the clues and found out that the number of steps they need to take to get to the next clue is the difference between 537 and 369 how many steps do they have to take to get to the next clue ?,when they arrived at the island 's starting point they looked at the clues and found out that the number of steps they need to take to get to the next clue is the difference between [NUM] and [NUM] how many steps do they have to take to get to the next clue ?,many steps do they have to take to get to the next clue ?,537 369,n0 - n1,168
the map led them through the forest and into a cave . to open the cave doors they need to put weights on the switch . if the switch already has 234 lbs . of weights and the total needed is 712 lbs . how much more weight to they need to add ?,the map led them through the forest and into a cave . to open the cave doors they need to put weights on the switch . if the switch already has [NUM] lbs . of weights and the total needed is [NUM] lbs . how much more weight to they need to add ?,how much more weight to they need to add ?,234 712,n1 - n0,478
if the cave is 974 feet deep and they are already at 588 feet how much farther until they reach the end of the cave ?,if the cave is [NUM] feet deep and they are already at [NUM] feet how much farther until they reach the end of the cave ?,how much farther until they reach the end of the cave ?,974 588,n0 - n1,386
at the end of the cave they found a golden chest . if the chest contains 421 diamonds and 377 rubies how many more diamonds are there than rubies ?,at the end of the cave they found a golden chest . if the chest contains [NUM] diamonds and [NUM] rubies how many more diamonds are there than rubies ?,how many more diamonds are there than rubies ?,421 377,n0 - n1,44
the path opened to a beautiful garden enclosed by a wall . the exit door will open when the number of white flowers is the same as the number of red flowers . if there are 555 white flowers and 347 red flowers how many more red flowers are needed ?,the path opened to a beautiful garden enclosed by a wall . the exit door will open when the number of white flowers is the same as the number of red flowers . if there are [NUM] white flowers and [NUM] red flowers how many more red flowers are needed ?,how many more red flowers are needed ?,555 347,n0 - n1,208
the exit door leads to a river 487 inches across if the bridge he needs to cross is only 295 inches how much longer does he need to build if he wants to cross the river using the bridge ?,the exit door leads to a river [NUM] inches across if the bridge he needs to cross is only [NUM] inches how much longer does he need to build if he wants to cross the river using the bridge ?,how much longer does he need to build if he wants to cross the river using the bridge ?,487 295,n0 - n1,192
across the river he fell into a hole . to get out he needs to fill it with 823 gallons of water . if the hole initially has 676 gallons how much water does he need to fill it ?,across the river he fell into a hole . to get out he needs to fill it with [NUM] gallons of water . if the hole initially has [NUM] gallons how much water does he need to fill it ?,how much water does he need to fill it ?,823 676,n0 - n1,147
at the edge of the forest an anthill is blocking the way out . in order to pass through he needs to help the ants gather food . if the ants need 911 grains of food and they already have 762 how many more grains are needed to be gathered ?,at the edge of the forest an anthill is blocking the way out . in order to pass through he needs to help the ants gather food . if the ants need [NUM] grains of food and they already have [NUM] how many more grains are needed to be gathered ?,how many more grains are needed to be gathered ?,911 762,n0 - n1,149
charlie an aspiring inventor is planning to make some wings to fulfill his dream to fly around the world . he started by collecting feathers . he needs 900 feathers and he already has 387 how many more feathers does he need to collect ?,charlie an aspiring inventor is planning to make some wings to fulfill his dream to fly around the world . he started by collecting feathers . he needs [NUM] feathers and he already has [NUM] how many more feathers does he need to collect ?,many more feathers does he need to collect ?,900 387,n0 - n1,513
next on his checklist are wax glues to stick the feathers together . if the feathers require 469 g of wax and right now he just needs 257 g how many grams of wax glue does he already have ?,next on his checklist are wax glues to stick the feathers together . if the feathers require [NUM] g of wax and right now he just needs [NUM] g how many grams of wax glue does he already have ?,how many grams of wax glue does he already have ?,469 257,n0 - n1,212
the wings now need to be heated . if the oven is at 150 degrees and the required temperature is 546 degrees how many more degrees does the oven temperature need to increase ?,the wings now need to be heated . if the oven is at [NUM] degrees and the required temperature is [NUM] degrees how many more degrees does the oven temperature need to increase ?,how many more degrees does the oven temperature need to increase ?,150 546,n1 - n0,396
while heating the wings charlie decided to make metal supports for the wings . if he needs 635 lbs of metal and he has 276 lbs in storage how much additional metal does he need to buy ?,while heating the wings charlie decided to make metal supports for the wings . if he needs [NUM] lbs of metal and he has [NUM] lbs in storage how much additional metal does he need to buy ?,how much additional metal does he need to buy ?,635 276,n0 - n1,359
finally he wanted to add color to the wings so he decided to paint it like a rainbow . if he wanted to use 333 liters of paint and he still have 157 liters left from his last project how much more paint does he need to buy ?,finally he wanted to add color to the wings so he decided to paint it like a rainbow . if he wanted to use [NUM] liters of paint and he still have [NUM] liters left from his last project how much more paint does he need to buy ?,how much more paint does he need to buy ?,333 157,n0 - n1,176
willie the town baker wanted to make the biggest cake their town has ever seen . first he prepared the flour . he is planning to use 501 lbs . of flour . if he has 294 lbs . of flour stored in his bakery how much more flour does he need to buy ?,willie the town baker wanted to make the biggest cake their town has ever seen . first he prepared the flour . he is planning to use [NUM] lbs . of flour . if he has [NUM] lbs . of flour stored in his bakery how much more flour does he need to buy ?,how much more flour does he need to buy ?,501 294,n0 - n1,207
next on his shopping list are the eggs . if he needs 222 eggs for his cake and his friend andrew gave him 155 how many more eggs should he buy ?,next on his shopping list are the eggs . if he needs [NUM] eggs for his cake and his friend andrew gave him [NUM] how many more eggs should he buy ?,how many more eggs should he buy ?,222 155,n0 - n1,67
to make sure that the cake is sweet he needs 450 lbs . of sugar . if he has 287 lbs . of sugar stored in his house how much additional sugar will he need ?,to make sure that the cake is sweet he needs [NUM] lbs . of sugar . if he has [NUM] lbs . of sugar stored in his house how much additional sugar will he need ?,how much additional sugar will he need ?,450 287,n0 - n1,163
since the townspeople requested that he makes a chocolate cake he will need 306 lbs . of cocoa powder . if the mayor already gave him 259 lbs . how much cocoa powder does he still need ?,since the townspeople requested that he makes a chocolate cake he will need [NUM] lbs . of cocoa powder . if the mayor already gave him [NUM] lbs . how much cocoa powder does he still need ?,how much cocoa powder does he still need ?,306 259,n0 - n1,47
for the frosting and final touches willie will need to have 300 lbs . of whipped cream . if he got 149 lbs . of cream from his farm how much more cream is needed to be bought ?,for the frosting and final touches willie will need to have [NUM] lbs . of whipped cream . if he got [NUM] lbs . of cream from his farm how much more cream is needed to be bought ?,how much more cream is needed to be bought ?,300 149,n0 - n1,151
there 's only a week left before christmas . john went out to buy gifts for his family . having $ 999.00 for his budget he went to a sports store and bought his brother a new pair of shoes for $ 165.00 . how much money does he have left ?,there 's only a week left before christmas . john went out to buy gifts for his family . having $ [NUM] for his budget he went to a sports store and bought his brother a new pair of shoes for $ [NUM] . how much money does he have left ?,how much money does he have left ?,999.00 165.00,n0 - n1,834
after buying a dress he went to a gardening store and bought his mom some ornamental plants . if the plants originally cost $ 467.00 and he was able to get a $ 399.00 discount how much did he actually spend on buying the plants ?,after buying a dress he went to a gardening store and bought his mom some ornamental plants . if the plants originally cost $ [NUM] and he was able to get a $ [NUM] discount how much did he actually spend on buying the plants ?,how much did he actually spend on buying the plants ?,467.00 399.00,n0 - n1,68
lastly he went to a music store and bought a new set of speakers for his dad 's entertainment system . if the initial price of the speakers is $ 475.00 he got it for $ 199.00 how much money was he able to save from having a discount ?,lastly he went to a music store and bought a new set of speakers for his dad 's entertainment system . if the initial price of the speakers is $ [NUM] he got it for $ [NUM] how much money was he able to save from having a discount ?,how much money was he able to save from having a discount ?,475.00 199.00,n0 - n1,276
if he spent a total of $ 700.00 and all the gifts cost a total of $ 561.00 how much money did he spend on giftwrapping and other expenses ?,if he spent a total of $ [NUM] and all the gifts cost a total of $ [NUM] how much money did he spend on giftwrapping and other expenses ?,how much money did he spend on giftwrapping and other expenses ?,700.00 561.00,n0 - n1,139
for finishing touches he needed 70 gallons of paint . if he bought 23 gallons to add to his existing 36 gallons of paint how much more paint will he need ?,for finishing touches he needed [NUM] gallons of paint . if he bought [NUM] gallons to add to his existing [NUM] gallons of paint how much more paint will he need ?,how much more paint will he need ?,70 23 36,( n0 - n1 ) - n2,11
katie loves to travel . on her birthday she decided to go on a trip on a mysterious continent . her first destination was in an island of statues which is 436 miles from her place . she took a plane that made 2 stopovers the 1 stopover after covering 132 miles and the 2 stopover after another 236 miles . how much farther is the island from the 2 stopover ?,katie loves to travel . on her birthday she decided to go on a trip on a mysterious continent . her first destination was in an island of statues which is [NUM] miles from her place . she took a plane that made [NUM] stopovers the [NUM] stopover after covering [NUM] miles and the [NUM] stopover after another [NUM] miles . how much farther is the island from the [NUM] stopover ?,how much farther is the island from the [NUM] stopover ?,436 2 1 132 2 236 2,n0 - ( n3 + n5 ),68
katie spent a total $ 350.00 on her whole stay in the island . if she spent $ 125.00 on food and $ 135.00 on hotel rooms how much did she spend on buying other stuff ?,katie spent a total $ [NUM] on her whole stay in the island . if she spent $ [NUM] on food and $ [NUM] on hotel rooms how much did she spend on buying other stuff ?,how much did she spend on buying other stuff ?,350.00 125.00 135.00,n0 - ( n1 + n2 ),90
next she went to a country full of mountains . there she saw 532 species of insects reptiles and birds . if she saw 253 insect species and 143 bird species how many reptile species did she see ?,next she went to a country full of mountains . there she saw [NUM] species of insects reptiles and birds . if she saw [NUM] insect species and [NUM] bird species how many reptile species did she see ?,how many reptile species did she see ?,532 253 143,n0 - ( n1 + n2 ),136
after the mountain country she went to the famous beach on the continent . there she collected 291 seashells of different colors . if she has 76 red shells and 49 green shells how many shells are not red or green ?,after the mountain country she went to the famous beach on the continent . there she collected [NUM] seashells of different colors . if she has [NUM] red shells and [NUM] green shells how many shells are not red or green ?,how many shells are not red or green ?,291 76 49,n0 - ( n1 + n2 ),166
thanksgiving is coming and dr. mary wants to celebrate it by sharing her blessing to different charities . she first went to oldtown where she donated $ 700.00 in total to 3 different nursing homes . if she gave $ 245.00 to the first home and $ 225.00 to the second how much did she give to the third home ?,thanksgiving is coming and dr. mary wants to celebrate it by sharing her blessing to different charities . she first went to oldtown where she donated $ [NUM] in total to [NUM] different nursing homes . if she gave $ [NUM] to the first home and $ [NUM] to the second how much did she give to the third home ?,how much did she give to the third home ?,700.00 3 245.00 225.00,n0 - ( n2 + n3 ),230
she then went to 3 orphanages and donated a total of $ 650.00 . if she gave $ 175.00 to the first orphanage and $ 250.00 to the third how much did she donate to the second orphanage ?,she then went to [NUM] orphanages and donated a total of $ [NUM] . if she gave $ [NUM] to the first orphanage and $ [NUM] to the third how much did she donate to the second orphanage ?,how much did she donate to the second orphanage ?,3 650.00 175.00 250.00,n1 - ( n2 + n3 ),225
next on her list are the homeless people where she spent a total of $ 900.00 . if she gave $ 325.00 to the first set of homeless families and $ 260.00 to the second set of families how much did she give to the last set of homeless families ?,next on her list are the homeless people where she spent a total of $ [NUM] . if she gave $ [NUM] to the first set of homeless families and $ [NUM] to the second set of families how much did she give to the last set of homeless families ?,how much did she give to the last set of homeless families ?,900.00 325.00 260.00,n0 - ( n1 + n2 ),315
lastly she donated $ 800.00 to 3 different soup kitchens in her town . if she gave $ 300.00 to the first soup kitchen and $ 238.00 to the second how much did she donate to the third ?,lastly she donated $ [NUM] to [NUM] different soup kitchens in her town . if she gave $ [NUM] to the first soup kitchen and $ [NUM] to the second how much did she donate to the third ?,how much did she donate to the third ?,800.00 3 300.00 238.00,n0 - ( n2 + n3 ),262
for the roof john would need 2 sets of metal bars for support . if each set has 7 metal bars how many metal bars are there in all ?,for the roof john would need [NUM] sets of metal bars for support . if each set has [NUM] metal bars how many metal bars are there in all ?,how many metal bars are there in all ?,2 7,n0 * n1,14
for the final touches john wanted to paint the house using the 3 primary colors . if he has 5 liters of paint for each color how many liters of paint does he have in all ?,for the final touches john wanted to paint the house using the [NUM] primary colors . if he has [NUM] liters of paint for each color how many liters of paint does he have in all ?,how many liters of paint does he have in all ?,3 5,n0 * n1,15
the kids from oakwood elementary school are visiting a bird zoo for their field trip . to get to the bird zoo from the school the kids have to ride some buses . if there are 7 buses and each bus has 3 adult supervisors to guide the children how many supervisors are there in total ?,the kids from oakwood elementary school are visiting a bird zoo for their field trip . to get to the bird zoo from the school the kids have to ride some buses . if there are [NUM] buses and each bus has [NUM] adult supervisors to guide the children how many supervisors are there in total ?,how many supervisors are there in total ?,7 3,n0 * n1,21
if each bus have 9 rows of seats and each row of seats can accommodate 4 children how many children can each bus accommodate ?,if each bus have [NUM] rows of seats and each row of seats can accommodate [NUM] children how many children can each bus accommodate ?,how many children can each bus accommodate ?,9 4,n0 * n1,36
at the bird zoo the kids were able to visit 5 different bird cages each containing 8 different kinds of birds . how many different kinds of birds did the children see from the bird cages ?,at the bird zoo the kids were able to visit [NUM] different bird cages each containing [NUM] different kinds of birds . how many different kinds of birds did the children see from the bird cages ?,how many different kinds of birds did the children see from the bird cages ?,5 8,n0 * n1,40
at the back of the zoo is a mountain where the birds can roam free in a natural habitat . the children saw 6 types of eagles living on each section of the mountain . if the mountain has 3 sections how many types of eagles did the children see in total ?,at the back of the zoo is a mountain where the birds can roam free in a natural habitat . the children saw [NUM] types of eagles living on each section of the mountain . if the mountain has [NUM] sections how many types of eagles did the children see in total ?,how many types of eagles did the children see in total ?,6 3,n0 * n1,18
their last stop before leaving the zoo is the bird museum . there they went through 7 bird exhibits spending 9 minutes going around each exhibit . how much time did they spend going through the museum ?,their last stop before leaving the zoo is the bird museum . there they went through [NUM] bird exhibits spending [NUM] minutes going around each exhibit . how much time did they spend going through the museum ?,how much time did they spend going through the museum ?,7 9,n0 * n1,63
annie takes trick or treating seriously . so days before halloween she makes sure that the details of her trick or treating are well planned . first she wanted to find out the number of houses in her village . if the village has 5 houses per block and has a total of 9 blocks how many houses are there in her village ?,annie takes trick or treating seriously . so days before halloween she makes sure that the details of her trick or treating are well planned . first she wanted to find out the number of houses in her village . if the village has [NUM] houses per block and has a total of [NUM] blocks how many houses are there in her village ?,how many houses are there in her village ?,5 9,n0 * n1,45
she also estimated the number of candies that she will receive from each block . if she will receive around 7 pieces of candies from every house and there are 5 houses in a block how many candies will she receive from each block ?,she also estimated the number of candies that she will receive from each block . if she will receive around [NUM] pieces of candies from every house and there are [NUM] houses in a block how many candies will she receive from each block ?,how many candies will she receive from each block ?,7 5,n0 * n1,35
she wants to know how many children will go trick or treating in their village . if there are 6 children on each of the 9 blocks how many children will go trick or treating in annie 's village ?,she wants to know how many children will go trick or treating in their village . if there are [NUM] children on each of the [NUM] blocks how many children will go trick or treating in annie 's village ?,how many children will go trick or treating in annie 's village ?,6 9,n0 * n1,54
annie also planned the time she would spend going around the 9 blocks in her village . if she plans on spending just 8 minutes on each block how much time would it take for her to finish trick or treating ?,annie also planned the time she would spend going around the [NUM] blocks in her village . if she plans on spending just [NUM] minutes on each block how much time would it take for her to finish trick or treating ?,how much time would it take for her to finish trick or treating ?,9 8,n0 * n1,72
finally she planned on going to the halloween party in the village club house . she wanted to make sure that she will have the perfect costume so she rented 4 different costumes from the halloween store . if each costume rent costs $ 2.00 how much did she spend on all the costumes ?,finally she planned on going to the halloween party in the village club house . she wanted to make sure that she will have the perfect costume so she rented [NUM] different costumes from the halloween store . if each costume rent costs $ [NUM] how much did she spend on all the costumes ?,how much did she spend on all the costumes ?,4 2.00,n0 * n1,8
being his favorite michael has 4 times more flying robots than tom . if tom has 3 flying robots how many flying robots does michael have ?,being his favorite michael has [NUM] times more flying robots than tom . if tom has [NUM] flying robots how many flying robots does michael have ?,how many flying robots does michael have ?,4 3,n0 * n1,12
tom saw that michael has the rare robot that would complete 1 of his robot sets . michael offered to sell it but he said that tom will need to pay 3 times the original price . if the rare robot has an original price of $ 3.00 how much should tom pay ?,tom saw that michael has the rare robot that would complete [NUM] of his robot sets . michael offered to sell it but he said that tom will need to pay [NUM] times the original price . if the rare robot has an original price of $ [NUM] how much should tom pay ?,how much should tom pay ?,1 3 3.00,n1 * n2,9
before they end the meeting tom counted the total number of robots in his collection . he has 6 sets of robots and each set is composed of 7 robots . how many robots does tom have in his collection ?,before they end the meeting tom counted the total number of robots in his collection . he has [NUM] sets of robots and each set is composed of [NUM] robots . how many robots does tom have in his collection ?,how many robots does tom have in his collection ?,6 7,n0 * n1,42
michelle likes to save money every now and then so that she has money to buy the things that she wants . 1 day she decided to count her savings . she opened her piggy bank and sorted out the different coins and dollar bills . if she counted a total of 20 nickels ( a nickel is equivalent to 5 cents ) what is the total value of money does she have in nickels ?,michelle likes to save money every now and then so that she has money to buy the things that she wants . [NUM] day she decided to count her savings . she opened her piggy bank and sorted out the different coins and dollar bills . if she counted a total of [NUM] nickels ( a nickel is equivalent to [NUM] cents ) what is the total value of money does she have in nickels ?,what is the total value of money does she have in nickels ?,1 20 5,n1 * n2,100
daniel and his brother ben went to their grandfather 's farm for a few weeks of vacation . during their stay at the farm they were asked to take care of the animals . 1 day his grandfather asked if he could count the total number of sheep that they have . if there are 3 herds of sheep and each herd has 20 sheep how many sheep do they have in total ?,daniel and his brother ben went to their grandfather 's farm for a few weeks of vacation . during their stay at the farm they were asked to take care of the animals . [NUM] day his grandfather asked if he could count the total number of sheep that they have . if there are [NUM] herds of sheep and each herd has [NUM] sheep how many sheep do they have in total ?,how many sheep do they have in total ?,1 3 20,n1 * n2,60
ben on the other hand was asked to count the number of cows that they have . he saw that there are a total of 40 cows for every cow herd . how many cows do they have in total if there are 8 cow herds in the farm ?,ben on the other hand was asked to count the number of cows that they have . he saw that there are a total of [NUM] cows for every cow herd . how many cows do they have in total if there are [NUM] cow herds in the farm ?,how many cows do they have in total if there are [NUM] cow herds in the farm ?,40 8,n0 * n1,320
both of them were also asked to take note of the total number of chicken in the farm . ben counted a total of 9 chicken coops and daniel said that there are 60 chickens in 1 coop . how many chickens do they have in total ?,both of them were also asked to take note of the total number of chicken in the farm . ben counted a total of [NUM] chicken coops and daniel said that there are [NUM] chickens in [NUM] coop . how many chickens do they have in total ?,how many chickens do they have in total ?,9 60 1,n0 * n1,540
ben was also given 7 trays of eggs to examine . if each tray has 10 eggs how many eggs did ben examine in total ?,ben was also given [NUM] trays of eggs to examine . if each tray has [NUM] eggs how many eggs did ben examine in total ?,how many eggs did ben examine in total ?,7 10,n0 * n1,70
after they vacation they figured out that the farm was divided into 5 sections and each section has a land area of 60 acres . what is the total area of the farm ?,after they vacation they figured out that the farm was divided into [NUM] sections and each section has a land area of [NUM] acres . what is the total area of the farm ?,what is the total area of the farm ?,5 60,n1 * n0,300
jenny and her family just moved into a new city and today would be her first day on a new school . she wanted to make sure that she is well rested so she made sure that she had 8 hours of sleep . if an hour is composed of 60 minutes how many minutes of sleep did she have ?,jenny and her family just moved into a new city and today would be her first day on a new school . she wanted to make sure that she is well rested so she made sure that she had [NUM] hours of sleep . if an hour is composed of [NUM] minutes how many minutes of sleep did she have ?,how many minutes of sleep did she have ?,8 60,n0 * n1,480
she also ate a hearty breakfast so that she would have enough energy . she bought 5 pieces of her favorite bread . if each piece of bread costs 30 cents how much did jenny spend for her breakfast ?,she also ate a hearty breakfast so that she would have enough energy . she bought [NUM] pieces of her favorite bread . if each piece of bread costs [NUM] cents how much did jenny spend for her breakfast ?,how much did jenny spend for her breakfast ?,5 30,n0 * n1,150
to get to school jenny decided to ride the school 's double decker bus . the bus has a total of 20 rows of seats and each row has a capacity of 4 kids . how many kids in total can ride the school bus ?,to get to school jenny decided to ride the school 's double decker bus . the bus has a total of [NUM] rows of seats and each row has a capacity of [NUM] kids . how many kids in total can ride the school bus ?,how many kids in total can ride the school bus ?,20 4,n0 * n1,80
when she got to school she saw that the school is composed of 9 buildings each having 30 classrooms . how many classrooms does the school have ?,when she got to school she saw that the school is composed of [NUM] buildings each having [NUM] classrooms . how many classrooms does the school have ?,how many classrooms does the school have ?,9 30,n0 * n1,270
she also tried to get to know the teachers in the school . she found out that there are 7 departments in the school and each department has 20 teachers . how many teachers are there in total ?,she also tried to get to know the teachers in the school . she found out that there are [NUM] departments in the school and each department has [NUM] teachers . how many teachers are there in total ?,how many teachers are there in total ?,7 20,n0 * n1,140
stanley a car enthusiast loves to drive across different places as a hobby . so for his vacation he decided to go around his favorite places . his first destination is the famous sky falls 1 of the tallest waterfalls in his country . it is said to be 20 times as tall as the tallest building in their city . if the building is 9 feet tall how tall is sky falls ?,stanley a car enthusiast loves to drive across different places as a hobby . so for his vacation he decided to go around his favorite places . his first destination is the famous sky falls [NUM] of the tallest waterfalls in his country . it is said to be [NUM] times as tall as the tallest building in their city . if the building is [NUM] feet tall how tall is sky falls ?,how tall is sky falls ?,1 20 9,n1 * n2,180
when he arrived there he went on to climb to the top of the falls . it usually takes 30 minutes for someone to get to the top . stanley took time to see the view so his climb took 7 times longer than the usual . how many minutes did it take stanley to get to the top ?,when he arrived there he went on to climb to the top of the falls . it usually takes [NUM] minutes for someone to get to the top . stanley took time to see the view so his climb took [NUM] times longer than the usual . how many minutes did it take stanley to get to the top ?,how many minutes did it take stanley to get to the top ?,30 7,n0 * n1,210
after going down the falls he then went to rock mist mountains . if the mountain is 50 times farther from the city than sky falls and sky falls is 8 miles from the city how far is the rocky mist from the city ?,after going down the falls he then went to rock mist mountains . if the mountain is [NUM] times farther from the city than sky falls and sky falls is [NUM] miles from the city how far is the rocky mist from the city ?,how far is the rocky mist from the city ?,50 8,n0 * n1,400
before reaching the mountains stanley stopped over a car shop to buy new tires for the road . if he bought 4 tires each for $ 60.00 how much did he spend for tires in total ?,before reaching the mountains stanley stopped over a car shop to buy new tires for the road . if he bought [NUM] tires each for $ [NUM] how much did he spend for tires in total ?,how much did he spend for tires in total ?,4 60.00,n0 * n1,240
it 's valentine 's day in the city and mayor harvey wants to celebrate by giving the institutions for women some flowers . his first beneficiary was the nursing home for old women . he bought 3 sets of flowers 90 pieces each . how many flowers did he buy for the nursing home ?,it 's valentine 's day in the city and mayor harvey wants to celebrate by giving the institutions for women some flowers . his first beneficiary was the nursing home for old women . he bought [NUM] sets of flowers [NUM] pieces each . how many flowers did he buy for the nursing home ?,how many flowers did he buy for the nursing home ?,3 90,n0 * n1,270
vice-mayor alexander wanted to join in with the mayor 's advocacy . he organized a party and invited the whole city to attend . if he hired 5 caterers having 50 employees each how many people are working for the party ?,vice-mayor alexander wanted to join in with the mayor 's advocacy . he organized a party and invited the whole city to attend . if he hired [NUM] caterers having [NUM] employees each how many people are working for the party ?,how many people are working for the party ?,5 50,n0 * n1,250
after the day they were able to make 6 institutions happy . if each institution has 80 people . how many people were made happy by the mayor and vice-mayor ?,after the day they were able to make [NUM] institutions happy . if each institution has [NUM] people . how many people were made happy by the mayor and vice-mayor ?,how many people were made happy by the mayor and vice-mayor ?,6 80,n0 * n1,480
dean went to the beach with his friends to enjoy the last weeks of summer . when they got to the beach they rented a house for them to stay in for a couple of weeks . if there are 7 of them including dean and each paid $ 70.00 for the rent how much did they pay in total ?,dean went to the beach with his friends to enjoy the last weeks of summer . when they got to the beach they rented a house for them to stay in for a couple of weeks . if there are [NUM] of them including dean and each paid $ [NUM] for the rent how much did they pay in total ?,how much did they pay in total ?,7 70.00,n0 * n1,490
dean knew that they are going to stay at the beach for a while so he brought 30 sets of clothes for every week of their stay . if dean is staying for 4 weeks there how many sets of clothes did he bring ?,dean knew that they are going to stay at the beach for a while so he brought [NUM] sets of clothes for every week of their stay . if dean is staying for [NUM] weeks there how many sets of clothes did he bring ?,how many sets of clothes did he bring ?,30 4,n0 * n1,120
after resting they decided to go for a swim . if the depth of the water is 10 times dean 's height and he stands at 6 feet how deep was the water ?,after resting they decided to go for a swim . if the depth of the water is [NUM] times dean 's height and he stands at [NUM] feet how deep was the water ?,how deep was the water ?,10 6,n0 * n1,60
mark dean 's friend decided to go for a boat ride . if the ride costs $ 8.00 for every mile and they travelled for 40 miles how much would the ride cost mark ?,mark dean 's friend decided to go for a boat ride . if the ride costs $ [NUM] for every mile and they travelled for [NUM] miles how much would the ride cost mark ?,how much would the ride cost mark ?,8.00 40,n0 * n1,320
bryan has always been fond of studying rocks and minerals . he has a room full of books about and samples of the different types of rocks . 1 particular day he went in the room to take a look at his mineral samples . if he has 65 samples of minerals per shelf and he has a total of 7 shelves how many mineral samples does he have ?,bryan has always been fond of studying rocks and minerals . he has a room full of books about and samples of the different types of rocks . [NUM] particular day he went in the room to take a look at his mineral samples . if he has [NUM] samples of minerals per shelf and he has a total of [NUM] shelves how many mineral samples does he have ?,how many mineral samples does he have ?,1 65 7,n1 * n2,455
bryan took a look at his books as well . if he has 56 books in each of his 9 bookshelves how many books does he have in total ?,bryan took a look at his books as well . if he has [NUM] books in each of his [NUM] bookshelves how many books does he have in total ?,how many books does he have in total ?,56 9,n0 * n1,504
bryan had 8 precious stones in his collection which he sold to his friend from the jewelry store . if the stones were sold at $ 1785.00 each how much money did bryan get in total ?,bryan had [NUM] precious stones in his collection which he sold to his friend from the jewelry store . if the stones were sold at $ [NUM] each how much money did bryan get in total ?,how much money did bryan get in total ?,8 1785.00,n0 * n1,14280
it is harvest season in the country . lewis whose family owns a fruit farm is busy overseeing their farmers while they are harvesting the fruits . his day starts by going to the apple orchard . the farmers reported that they harvest 45 sacks of apples from each of the 8 sections of the orchard daily . how many apples are harvested every day ?,it is harvest season in the country . lewis whose family owns a fruit farm is busy overseeing their farmers while they are harvesting the fruits . his day starts by going to the apple orchard . the farmers reported that they harvest [NUM] sacks of apples from each of the [NUM] sections of the orchard daily . how many apples are harvested every day ?,how many apples are harvested every day ?,45 8,n0 * n1,360
